id,tipo_zona,frente_lote,calle,forma_lote,nombre_zona,tipo_edificio,estilo,calidad_gral,condicion_gral,año_construccion,calidad_exteriores,material_exteriores,condicion_exteriores,calidad_sotano,condicion_sotano,tipo_sotano,calefaccion,calidad_calefaccion,aire_acondicionado,baños_completos,baños_medios,recamaras_sup,calidad_cocina,cuartos_sup,tipo_garage,terminado_garage,num_coches,calidad_garage,condicion_garage,año_venta,mes_venta,tipo_venta,condicion_venta,lat,long,area_sotano_m2,area_1er_piso_m2,area_2o_piso_m2,area_hab_m2,area_garage_m2,area_lote_m2,precio_miles,valor_misc_miles,precio_m2_miles
492,RL,79,Pave,Reg,NAmes,1Fam,1.5Fin,6,7,1941,TA,Wd Sdng,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,Fa,5,Attchd,Unf,1,TA,TA,2006,8,WD,Normal,42.042966,-93.613556,74.879818,89.001074,57.59986,146.600934,22.29672,881.64947,133,0,0.9072247793455396
493,RL,105,Pave,IR1,Gilbert,1Fam,2Story,6,5,2006,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Gd,Y,2,1,3,TA,8,Attchd,RFn,2,TA,TA,2006,5,New,Partial,42.027885,-93.615692,67.633384,67.633384,67.633384,135.266768,39.855387,1447.242934,172.785,0,1.2773647404660395
494,RL,70,Pave,Reg,NAmes,1Fam,1Story,5,6,1960,TA,BrkFace,TA,TA,TA,BLQ,GasA,TA,Y,1,1,3,TA,6,Detchd,Unf,1,TA,TA,2008,6,WD,Normal,42.042966,-93.613556,117.893907,117.893907,0,117.893907,28.614124,736.813693,155,0,1.3147413971105395
495,RM,50,Pave,Reg,OldTown,1Fam,1Story,5,8,1938,TA,MetalSd,TA,Fa,TA,Unf,GasA,Gd,Y,1,0,2,TA,4,Attchd,Unf,1,TA,TA,2009,12,WD,Normal,42.028863,-93.615497,17.65157,82.312058,0,82.312058,25.362519,537.350952,91.3,0,1.1091935035812128
496,C (all),60,Pave,Reg,IDOTRR,1Fam,1Story,4,5,1920,TA,Wd Sdng,TA,TA,TA,Rec,GasA,TA,N,1,0,2,TA,4,NA,NA,0,NA,NA,2009,11,WD,Abnorml,42.019208,-93.623401,66.89016,66.89016,0,66.89016,0,731.982737,34.9,0,0.5217508823420366
497,RL,NA,Pave,IR1,NoRidge,1Fam,1Story,8,5,1992,Gd,BrkFace,TA,Gd,TA,GLQ,GasA,Ex,Y,3,0,4,Gd,10,Attchd,RFn,2,TA,TA,2007,5,WD,Normal,42.050307,-93.656045,297.2896,299.89088399999997,0,299.89088399999997,50.725038,1179.124876,430,0,1.4338548550212018
498,RL,60,Pave,Reg,BrkSide,1Fam,1.5Fin,7,6,1925,TA,Wd Sdng,Gd,TA,TA,Rec,GasA,Ex,Y,2,0,4,TA,8,Detchd,Unf,1,TA,TA,2008,6,WD,Normal,42.03359,-93.627552,95.318478,105.259099,63.824360999999996,169.08346,22.29672,847.27536,184,0,1.088219983196464
499,RL,65,Pave,Reg,Sawyer,1Fam,1Story,5,7,1967,TA,HdBoard,TA,TA,TA,ALQ,GasA,Ex,Y,1,0,3,Gd,5,Attchd,Fin,1,TA,TA,2009,6,WD,Normal,42.033611,-93.669348,80.268192,83.519797,0,83.519797,26.756064,724.6434,130,0,1.5565171931631971
500,RL,70,Pave,IR1,NAmes,1Fam,1Story,5,7,1958,TA,MetalSd,TA,TA,TA,BLQ,GasA,Fa,Y,1,0,2,TA,5,Attchd,Fin,1,TA,TA,2007,6,WD,Normal,42.042966,-93.613556,84.727536,84.727536,0,84.727536,27.592191,700.024105,120,0.48,1.4163046119976863
501,RM,21,Pave,Reg,BrDale,Twnhs,2Story,6,5,1973,TA,HdBoard,TA,TA,TA,BLQ,GasA,TA,Y,1,1,3,TA,7,Detchd,Unf,1,TA,TA,2007,5,WD,Normal,42.0525,-93.628821,62.430816,62.430816,50.725038,113.155854,24.526392,175.58667,113,0,0.9986226607418826
502,FV,75,Pave,Reg,Somerst,1Fam,2Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Gd,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2008,2,WD,Normal,42.052191,-93.643479,80.453998,80.453998,83.798506,164.252504,56.020509,910.728109,226.7,0,1.3801920487008223
503,RL,70,Pave,Reg,Edwards,1Fam,1Story,5,7,1965,TA,MetalSd,TA,TA,TA,ALQ,GasA,Ex,Y,1,0,2,TA,6,Detchd,Unf,2,Fa,Fa,2007,4,WD,Normal,42.0228,-93.66304,112.784242,112.784242,0,112.784242,42.828283,851.92051,140,0.4,1.2413081607623873
504,RL,100,Pave,IR1,Crawfor,1Fam,1Story,7,8,1959,TA,BrkFace,TA,TA,TA,ALQ,GasA,TA,Y,2,0,1,TA,6,Attchd,Fin,2,TA,TA,2010,3,WD,Normal,42.025949,-93.620215,139.447403,167.318303,0,167.318303,44.965052,1449.472606,289,0,1.7272467794512596
505,RL,24,Pave,Reg,NPkVill,TwnhsE,2Story,6,5,1974,TA,Plywood,TA,TA,TA,ALQ,GasA,TA,Y,2,1,3,TA,6,Attchd,Unf,2,TA,TA,2009,6,WD,Normal,42.050207,-93.625827,79.432065,79.432065,43.385701,122.817766,40.87732,214.420124,147,0,1.1968952439665772
506,RM,60,Pave,Reg,OldTown,Duplex,2Story,5,5,1952,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Gd,Y,2,0,4,TA,10,Detchd,Unf,2,TA,TA,2009,7,COD,Normal,42.028863,-93.615497,89.18688,89.18688,92.903,182.08988,37.1612,705.691188,124.5,0,0.6837282774858219
507,RL,80,Pave,IR1,SawyerW,1Fam,2Story,8,5,1993,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,8,Attchd,RFn,2,TA,TA,2006,9,WD,Normal,42.03554,-93.685131,72.185631,98.941695,78.595938,177.537633,43.757312999999996,887.595262,215,0,1.2110108508656303
508,FV,75,Pave,IR1,Somerst,1Fam,1Story,6,5,2009,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,4,Attchd,Fin,2,TA,TA,2009,9,New,Partial,42.052191,-93.643479,113.155854,113.155854,0,113.155854,62.802428,730.403386,208.3,0,1.840823895863134
509,RM,60,Pave,Reg,OldTown,1Fam,2Story,7,9,1928,TA,MetalSd,Ex,TA,TA,Rec,GasA,Ex,Y,2,0,3,Gd,7,Detchd,Unf,2,TA,TA,2008,10,WD,Normal,42.028863,-93.615497,64.010167,64.010167,64.010167,128.020334,33.44508,891.8688,161,0,1.257612716429876
510,RL,80,Pave,Reg,NAmes,1Fam,1Story,5,6,1959,TA,MetalSd,TA,TA,TA,ALQ,GasA,Ex,Y,1,0,3,TA,6,Attchd,RFn,1,TA,TA,2009,7,WD,Normal,42.042966,-93.613556,96.712023,96.712023,0,96.712023,25.08381,891.8688,124.5,0,1.2873270162076953
511,RL,75,Pave,Reg,NAmes,1Fam,1Story,5,7,1951,Gd,Wd Sdng,TA,TA,TA,BLQ,GasA,Ex,Y,1,0,2,TA,6,CarPort,Unf,1,TA,TA,2009,6,WD,Normal,42.042966,-93.613556,93.646224,126.626789,0,126.626789,26.756064,1352.574777,164.9,2,1.302252085062348
512,RL,40,Pave,IR1,NridgHt,TwnhsE,1Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,2,Gd,6,Attchd,RFn,2,TA,TA,2006,3,New,Partial,42.060356,-93.657107,127.091304,127.091304,0,127.091304,44.036022,630.997176,202.665,0,1.5946409677250617
513,RL,70,Pave,Reg,NAmes,1Fam,1Story,5,5,1958,TA,VinylSd,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,5,Detchd,Unf,2,TA,TA,2006,7,WD,Normal,42.042966,-93.613556,80.268192,80.268192,0,80.268192,57.971472,845.4173,129.9,0,1.6183247281812452
514,RL,71,Pave,Reg,Mitchel,1Fam,1Story,6,5,1983,TA,VinylSd,Gd,TA,TA,ALQ,GasA,TA,Y,1,1,3,TA,5,Attchd,Unf,2,TA,TA,2007,6,WD,Normal,42.031307,-93.626967,100.706852,100.33524,0,100.33524,44.965052,853.499861,134,0,1.3355227933874478
515,RL,55,Pave,Reg,Crawfor,1Fam,1.5Unf,5,5,1926,TA,Wd Sdng,TA,TA,TA,Unf,Grav,Fa,N,1,0,2,TA,5,Detchd,Unf,1,Po,Po,2007,6,WD,Normal,42.025949,-93.620215,71.349504,73.300467,0,73.300467,18.5806,984.214382,96.5,0,1.3164991158923995
516,RL,94,Pave,Reg,NridgHt,1Fam,1Story,10,5,2009,Ex,CemntBd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,3,Ex,9,Attchd,Fin,3,TA,TA,2009,9,New,Partial,42.060356,-93.657107,186.363418,187.66406,0,187.66406,83.6127,1135.27466,402.861,0,2.146713654175445
517,RL,NA,Pave,IR1,NWAmes,1Fam,SLvl,6,6,1972,TA,HdBoard,TA,TA,TA,Unf,GasA,TA,Y,2,1,3,TA,7,Attchd,RFn,2,TA,TA,2009,8,COD,Abnorml,42.051321,-93.633798,64.010167,128.020334,68.841123,196.861457,54.162449,970.650544,158,0,0.8025948929149701
518,RL,79,Pave,IR1,NoRidge,1Fam,2Story,7,5,1996,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,3,TA,TA,2009,7,WD,Normal,42.050307,-93.656045,117.42939199999999,118.637131,99.127501,217.764632,82.590767,948.353824,265,0,1.2169101913666127
519,RL,NA,Pave,IR1,CollgCr,1Fam,2Story,6,5,1998,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,TA,7,Attchd,RFn,2,TA,TA,2007,5,WD,Normal,42.021051,-93.685643,73.764982,81.940446,84.913342,166.853788,50.725038,885.458493,211,0,1.264580220378335
520,RL,53,Pave,Reg,Crawfor,1Fam,2Story,7,9,1926,Gd,MetalSd,TA,Gd,TA,Unf,GasA,Ex,Y,1,1,3,Gd,9,Detchd,Unf,1,TA,TA,2009,6,WD,Normal,42.025949,-93.620215,118.544228,118.544228,74.694012,193.23824,26.198646,1014.314954,234,0,1.210940443258022
521,RL,60,Pave,Reg,OldTown,2fmCon,2Story,4,7,1900,TA,MetalSd,TA,NA,NA,NA,GasA,TA,N,2,0,3,TA,7,NA,NA,0,NA,NA,2008,8,WD,Normal,42.028863,-93.615497,0,64.474682,55.7418,120.216482,0,1003.3524,106.25,0,0.883822236621431
522,RL,90,Pave,IR1,NAmes,1Fam,1Story,6,6,1957,TA,VinylSd,TA,TA,TA,Rec,GasA,Ex,Y,1,1,3,TA,6,Attchd,Unf,1,TA,TA,2007,5,WD,Normal,42.042966,-93.613556,115.571332,115.571332,0,115.571332,31.215408,1113.721164,150,0,1.2978997248210309
523,RM,50,Pave,Reg,BrkSide,1Fam,1.5Fin,6,7,1947,TA,CemntBd,Gd,TA,TA,ALQ,GasA,Ex,Y,2,0,3,TA,7,Detchd,Unf,2,TA,TA,2006,10,WD,Normal,42.03359,-93.627552,93.274612,93.274612,61.315979999999996,154.590592,39.01926,464.515,159,0,1.0285231328954352
524,RL,130,Pave,IR1,Edwards,1Fam,2Story,10,5,2007,Ex,CemntBd,TA,Ex,TA,GLQ,GasA,Ex,Y,3,1,3,Ex,11,BuiltIn,Fin,3,TA,TA,2007,10,New,Partial,42.0228,-93.66304,291.529614,291.529614,142.884814,434.414428,82.126252,3724.852882,184.75,0,0.42528513808938223
525,RL,95,Pave,IR1,NoRidge,1Fam,2Story,7,5,1996,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,8,Attchd,Fin,3,TA,TA,2007,8,WD,Normal,42.050307,-93.656045,128.113237,128.484849,94.296545,222.781394,77.48110199999999,1095.047661,315.75,0,1.4173086644749158
526,FV,62,Pave,Reg,Somerst,1Fam,1Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,6,Attchd,Unf,2,TA,TA,2006,4,WD,Normal,42.052191,-93.643479,116.779071,117.61519799999999,0,117.61519799999999,42.085059,696.7725,176,0,1.496405251981126
527,RL,70,Pave,Reg,NAmes,1Fam,1Story,5,7,1956,TA,Wd Sdng,TA,Gd,TA,Rec,GasA,TA,Y,1,0,2,TA,4,Attchd,Unf,1,TA,TA,2007,6,WD,Normal,42.042966,-93.613556,86.213984,86.213984,0,86.213984,23.411556,1235.6099,132,0,1.531074123659568
528,RL,67,Pave,IR1,NridgHt,1Fam,2Story,9,5,2008,Ex,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,3,Ex,11,Attchd,Fin,3,TA,TA,2008,11,New,Partial,42.060356,-93.657107,134.895156,137.124828,114.921011,252.045839,79.710774,1388.714044,446.261,0,1.7705549187820555
529,RL,58,Pave,IR1,Edwards,1Fam,1Story,4,7,1920,TA,Wd Sdng,TA,TA,TA,ALQ,GasA,Ex,Y,1,0,2,TA,5,NA,NA,0,NA,NA,2007,7,WD,Normal,42.0228,-93.66304,49.052784,56.206315,0,56.206315,0,845.231494,86,0,1.5300771808292362
530,RL,NA,Pave,IR1,Crawfor,1Fam,1Story,6,3,1957,Gd,Wd Sdng,TA,TA,TA,Rec,GasA,TA,Y,3,0,4,TA,9,Attchd,RFn,2,TA,TA,2007,3,WD,Alloca,42.025949,-93.620215,189.057605,233.651045,0,233.651045,44.965052,3034.955204,200.624,0,0.8586479893552369
531,RL,85,Pave,Reg,Timber,1Fam,SLvl,6,5,1988,Gd,HdBoard,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,5,Attchd,RFn,2,TA,TA,2008,8,WD,Abnorml,41.998132,-93.648335,135.731283,140.190627,0,140.190627,55.7418,947.6106,175,0,1.2483002875791402
532,RM,60,Pave,IR1,BrkSide,1Fam,2Story,6,8,1920,TA,Wd Sdng,TA,Fa,Fa,Unf,GasA,Ex,Y,2,0,3,TA,6,Detchd,Fin,2,TA,Fa,2008,6,WD,Normal,42.03359,-93.627552,56.763733,69.770153,56.763733,126.533886,46.637306,571.817965,128,0,1.0115867302139128
533,RL,60,Pave,Reg,NAmes,1Fam,1Story,5,7,1955,TA,VinylSd,TA,NA,NA,NA,GasA,Ex,Y,1,0,2,TA,5,Detchd,Unf,1,TA,TA,2010,4,WD,Normal,42.042966,-93.613556,0,76.830781,0,76.830781,36.417976,668.9016,107.5,0,1.399178800486227
534,RL,50,Pave,Reg,BrkSide,1Fam,1Story,1,3,1946,Fa,VinylSd,Fa,NA,NA,NA,GasA,Fa,N,1,0,1,Fa,2,NA,NA,0,NA,NA,2007,1,WD,Normal,42.03359,-93.627552,0,31.029602,0,31.029602,0,464.515,39.3,0,1.266532519495416
535,RL,74,Pave,IR1,Gilbert,1Fam,2Story,8,5,2004,Gd,VinylSd,TA,Ex,Gd,Unf,GasA,Ex,Y,2,1,3,Gd,6,Attchd,Fin,2,TA,TA,2006,10,WD,Normal,42.027885,-93.615692,65.682421,65.682421,65.682421,131.364842,37.439909,841.329568,178,0,1.3550048650003323
536,RL,70,Pave,Reg,Edwards,2fmCon,2Story,5,7,1910,TA,MetalSd,TA,Gd,TA,GLQ,GasA,TA,Y,1,0,3,TA,5,NA,NA,0,NA,NA,2008,1,WD,Normal,42.0228,-93.66304,103.772651,76.18046,48.959881,125.14034099999999,0,650.321,107.5,0,0.859035536749896
537,RL,57,Pave,IR1,CollgCr,1Fam,2Story,7,5,1998,TA,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,8,Attchd,Fin,2,TA,TA,2008,7,WD,Normal,42.021051,-93.685643,81.75464,81.75464,78.410132,160.164772,48.959881,829.066372,188,0,1.1737912004769688
538,RL,NA,Pave,IR1,NAmes,1Fam,1Story,4,5,1972,TA,MetalSd,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,5,Detchd,Unf,2,TA,TA,2008,4,COD,Normal,42.042966,-93.613556,80.268192,80.268192,0,80.268192,53.512128,1183.119705,111.25,0,1.3859786451898655
539,RL,NA,Pave,IR1,Sawyer,1Fam,1Story,5,5,1968,TA,Plywood,TA,TA,TA,BLQ,GasA,TA,Y,1,1,3,TA,7,Attchd,Unf,1,TA,TA,2006,7,WD,Normal,42.033611,-93.669348,97.641053,107.674577,0,107.674577,31.215408,1073.3083589999999,158,0,1.4673844504631766
540,RL,NA,Pave,Reg,CollgCr,1Fam,1Story,8,5,2001,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2010,5,WD,Normal,42.021051,-93.685643,146.879643,148.737703,0,148.737703,62.24501,1061.230969,272,2,1.828722607071591
541,RL,85,Pave,Reg,Timber,1Fam,1Story,9,5,2006,Ex,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,2,Ex,8,Attchd,Fin,3,TA,TA,2009,3,WD,Normal,41.998132,-93.648335,170.755714,170.755714,0,170.755714,71.070795,1356.476703,315,0,1.8447406099686947
542,RL,NA,Pave,Reg,NoRidge,1Fam,2Story,8,5,2000,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,4,Gd,8,BuiltIn,Fin,3,TA,TA,2007,6,WD,Normal,42.050307,-93.656045,90.02300699999999,92.624291,119.659064,212.283355,60.201144,1021.933,248,0,1.1682498611348968
543,RL,78,Pave,Reg,NWAmes,1Fam,1Story,7,5,1998,Gd,VinylSd,TA,Ex,TA,LwQ,GasA,Ex,Y,2,0,3,Gd,7,Attchd,Fin,2,TA,TA,2009,6,WD,Normal,42.051321,-93.633798,153.28995,156.07704,0,156.07704,54.162449,942.03642,213.25,0,1.366312431348006
544,RH,34,Pave,Reg,NAmes,TwnhsE,SFoyer,7,5,1998,TA,MetalSd,TA,Gd,TA,GLQ,GasA,Ex,Y,1,0,1,TA,4,Attchd,Fin,1,TA,TA,2007,6,WD,Normal,42.042966,-93.613556,67.168869,71.256601,0,71.256601,34.095401,377.000374,133,0,1.866493744207642
545,RL,58,Pave,IR1,Gilbert,1Fam,2Story,7,5,2006,Gd,VinylSd,TA,Gd,Gd,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2006,9,New,Partial,42.027885,-93.615692,60.758562,61.687592,77.295296,138.982888,39.576678,1589.012912,179.665,0,1.2927131000472518
546,RL,NA,Pave,IR1,NWAmes,1Fam,1.5Fin,7,5,1988,Gd,HdBoard,Gd,Gd,Gd,GLQ,GasA,Gd,Y,2,1,4,Gd,9,Attchd,Unf,3,TA,TA,2006,2,WD,Normal,42.051321,-93.633798,111.855212,127.927431,74.879818,202.807249,73.021758,1285.498811,229,0,1.1291509604767627
547,RL,70,Pave,IR1,BrkSide,1Fam,1.5Fin,6,7,1923,TA,BrkFace,TA,Gd,TA,Rec,GasA,Ex,Y,1,1,3,TA,6,Detchd,Unf,2,TA,TA,2007,5,WD,Normal,42.03359,-93.627552,98.941695,85.00624499999999,66.89016,151.896405,40.87732,811.693511,210,0,1.3825211992344388
548,RL,54,Pave,Reg,Mitchel,1Fam,SFoyer,5,7,1970,TA,VinylSd,Gd,Gd,TA,ALQ,GasA,Ex,Y,1,0,2,TA,5,Detchd,Unf,2,TA,TA,2007,4,WD,Normal,42.031307,-93.626967,71.349504,71.349504,0,71.349504,57.971472,672.989332,129.5,0,1.8150091134480768
549,RM,49,Pave,IR1,OldTown,1Fam,1Story,5,7,1955,TA,MetalSd,Gd,TA,TA,LwQ,GasA,TA,Y,1,0,2,TA,4,Detchd,RFn,2,TA,TA,2008,6,WD,Normal,42.028863,-93.615497,76.644975,76.644975,0,76.644975,66.89016,765.056205,125,0,1.6308962198761237
550,FV,75,Pave,Reg,Somerst,1Fam,2Story,7,5,2003,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,4,Gd,8,BuiltIn,Fin,2,TA,TA,2009,11,WD,Normal,42.052191,-93.643479,84.727536,84.727536,109.811346,194.538882,57.135345,870.965625,263,0,1.3519148321208097
551,RL,53,Pave,Reg,NPkVill,TwnhsE,1Story,6,6,1977,TA,Plywood,TA,Gd,TA,ALQ,GasA,TA,Y,2,0,2,TA,4,Attchd,RFn,2,TA,TA,2008,10,COD,Abnorml,42.050207,-93.625827,99.313307,99.313307,0,99.313307,40.87732,375.606829,140,0,1.4096801750846943
552,RM,50,Pave,Reg,OldTown,1Fam,1Story,5,6,1957,TA,BrkFace,TA,TA,TA,Rec,GasA,Gd,Y,1,0,3,TA,5,Attchd,Fin,1,TA,TA,2008,6,WD,Normal,42.028863,-93.615497,86.213984,86.213984,0,86.213984,26.756064,557.418,112.5,0,1.3048927190280408
553,RL,87,Pave,IR1,NridgHt,1Fam,1Story,8,5,2006,Gd,VinylSd,TA,Ex,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,3,TA,TA,2009,7,WD,Normal,42.060356,-93.657107,158.771227,159.514451,0,159.514451,84.355924,1035.496838,255.5,0,1.6017357574706506
554,RL,67,Pave,Reg,Edwards,1Fam,1Story,4,5,1949,TA,VinylSd,TA,NA,NA,NA,GasA,Ex,Y,2,0,2,Gd,5,Detchd,Fin,2,TA,TA,2009,5,WD,Normal,42.0228,-93.66304,0,104.608778,0,104.608778,48.30956,815.409631,108,0,1.0324181399002672
555,RL,85,Pave,Reg,NridgHt,1Fam,2Story,7,5,2003,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,8,BuiltIn,RFn,3,TA,TA,2008,8,WD,Normal,42.060356,-93.657107,92.717194,93.460418,96.61912,190.07953799999999,80.918513,987.094375,284,0,1.494111375628449
556,RM,58,Pave,Reg,BrkSide,1Fam,1.5Unf,5,6,1922,TA,MetalSd,TA,TA,Fa,Unf,GasA,TA,Y,1,0,2,TA,5,Detchd,Unf,1,TA,TA,2006,8,WD,Normal,42.03359,-93.627552,92.252679,97.362344,0,97.362344,26.01284,592.72114,113,0,1.1606129778469592
557,RL,69,Pave,IR1,NAmes,1Fam,1Story,5,5,1957,TA,Wd Sdng,TA,TA,TA,Rec,GasA,TA,Y,1,0,2,TA,6,Attchd,Fin,1,TA,TA,2006,5,WD,Normal,42.042966,-93.613556,101.450076,101.450076,0,101.450076,27.777997,1379.60955,141,0,1.389846174191136
558,C (all),60,Pave,Reg,IDOTRR,1Fam,1.5Fin,4,6,1920,TA,MetalSd,TA,TA,TA,Rec,GasA,Gd,Y,1,1,3,TA,7,CarPort,Unf,1,TA,TA,2006,9,COD,Normal,42.019208,-93.623401,59.179211,83.333991,40.784417,124.118408,52.95471,1025.64912,108,0,0.8701368454548659
559,RL,57,Pave,IR2,Gilbert,1Fam,2Story,7,5,1996,TA,HdBoard,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,TA,6,Attchd,Unf,2,TA,TA,2008,8,WD,Normal,42.027885,-93.615692,67.726287,67.726287,66.611451,134.337738,37.718618,2031.974416,175,0,1.3026868146313435
560,RL,NA,Pave,Reg,Blmngtn,TwnhsE,1Story,7,5,2003,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,2,Gd,7,Attchd,Fin,2,TA,TA,2006,10,WD,Normal,42.062806,-93.639963,127.64872199999999,144.649971,0,144.649971,39.01926,296.917988,234,0,1.6176982157846407
561,RL,NA,Pave,IR1,Sawyer,1Fam,1Story,5,6,1957,TA,Wd Sdng,TA,Gd,TA,ALQ,GasA,TA,Y,1,1,3,TA,5,Detchd,Unf,2,TA,TA,2010,5,WD,Normal,42.033611,-93.669348,129.320976,129.320976,0,129.320976,49.052784,1053.612923,121.5,0,0.9395227577001893
562,RL,77,Pave,Reg,Mitchel,1Fam,1Story,5,5,1974,TA,HdBoard,TA,Gd,TA,ALQ,GasA,Gd,Y,1,0,2,TA,6,Attchd,RFn,2,TA,TA,2006,4,WD,Normal,42.031307,-93.626967,129.042267,129.042267,0,129.042267,38.833454,929.95903,170,0,1.3173978104398925
563,RL,63,Pave,Reg,Edwards,1Fam,1Story,5,6,1940,TA,WdShing,TA,TA,TA,BLQ,GasA,Ex,Y,1,0,3,TA,6,NA,NA,0,NA,NA,2008,7,WD,Normal,42.0228,-93.66304,92.53138799999999,92.53138799999999,0,92.53138799999999,0,1292.002021,108,0,1.1671715115739971
564,RL,66,Pave,Reg,Edwards,1Fam,1.5Fin,6,7,1918,TA,Wd Sdng,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,4,TA,8,Detchd,Fin,2,TA,TA,2008,7,WD,Normal,42.0228,-93.66304,108.046189,108.046189,47.473433,155.519622,36.789588,2023.42734,185,0,1.189560504461617
565,RL,NA,Pave,IR1,NoRidge,1Fam,2Story,7,5,1992,Gd,HdBoard,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,4,Gd,9,Attchd,RFn,2,TA,TA,2006,7,WD,Normal,42.050307,-93.656045,101.728785,108.324898,104.887487,213.212385,54.81277,1239.883438,268,0,1.2569626290705391
566,RL,66,Pave,Reg,SWISU,1Fam,2Story,6,4,1915,TA,Wd Sdng,TA,Gd,TA,Unf,GasA,TA,N,1,1,4,Fa,6,Detchd,Unf,1,TA,TA,2010,5,WD,Normal,42.017578,-93.651283,74.879818,78.131423,74.879818,153.011241,20.067048,637.128774,128,0,0.8365398461149661
567,RL,77,Pave,IR1,StoneBr,1Fam,2Story,9,5,2005,Gd,VinylSd,TA,Gd,Gd,Unf,GasA,Ex,Y,2,1,4,Ex,11,BuiltIn,Fin,3,TA,TA,2008,6,WD,Normal,42.060752,-93.628955,104.237166,105.352002,127.27711,232.629112,60.944368,1040.327794,325,0,1.3970736388315836
568,RL,70,Pave,IR1,NridgHt,1Fam,1Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,2,TA,TA,2010,3,WD,Normal,42.060356,-93.657107,140.933851,142.60610499999999,0,142.60610499999999,49.424396,944.916413,214,0,1.500637016907516
569,RL,79,Pave,IR1,SawyerW,1Fam,1.5Fin,8,8,1983,Gd,Wd Sdng,TA,Gd,TA,GLQ,GasA,Ex,Y,1,1,1,Gd,5,BuiltIn,Fin,2,Gd,TA,2009,9,WD,Normal,42.03554,-93.685131,138.982888,138.982888,59.086308,198.069196,56.856636,1145.215281,316.6,0,1.5984312876193025
570,RL,NA,Pave,IR1,NAmes,Duplex,SFoyer,5,5,1979,TA,MetalSd,TA,Gd,TA,GLQ,GasA,TA,Y,1,0,2,TA,4,Detchd,Unf,2,TA,TA,2006,12,WD,Normal,42.042966,-93.613556,87.607529,87.607529,0,87.607529,55.7418,653.293896,135.96,0,1.5519214107728116
571,RL,74,Pave,IR1,NAmes,Duplex,1Story,5,5,1965,TA,HdBoard,TA,TA,TA,LwQ,GasA,TA,Y,2,0,6,TA,10,Detchd,Unf,2,TA,TA,2008,11,WD,Normal,42.042966,-93.613556,160.536384,160.536384,0,160.536384,53.512128,1217.122203,142.6,0,0.8882721564228081
572,RL,60,Pave,Reg,NAmes,1Fam,1Story,6,6,1959,TA,WdShing,TA,TA,TA,BLQ,GasA,Ex,Y,1,0,2,Gd,4,Attchd,Unf,1,TA,TA,2006,10,WD,Abnorml,42.042966,-93.613556,80.268192,80.268192,0,80.268192,26.756064,681.164796,120,0,1.4949882015531133
573,RL,83,Pave,IR1,Timber,1Fam,2Story,7,5,2009,TA,VinylSd,TA,Ex,TA,Unf,GasA,Gd,Y,2,1,3,Gd,6,Attchd,RFn,2,TA,TA,2009,7,New,Partial,41.998132,-93.648335,78.595938,78.595938,78.595938,157.191876,60.38695,1222.510577,224.5,0,1.4281908563773358
